rating,userName,date,title,isEdited,review,app_name,app_id,developerResponse
1,Tiffanyisagirl,2020-08-01 10:56:21,App很爛,False,App很爛,foodpanda-food-delivery,758103884,
4,toufik955,2020-07-20 07:43:35,বাইচোদ,False,মাদারচোদ। তোদের লাইগা YouTube চালাইতে পারি না। বালের add !! পুটকি চুদাম সানিলিওন কে দিয়া,foodpanda-food-delivery,758103884,
5,Thinzar N,2020-05-05 11:22:48,Excellent...,False,Excellent!,foodpanda-food-delivery,758103884,
1,cindy5566wat,2020-06-22 04:32:18,等,False,每次定每次必遲到必等,foodpanda-food-delivery,758103884,
4,Full Band haha,2020-06-20 05:32:26,เออเร่อบ่อยมาก,False,แล้วยังใช้ส่วนลดไม่ได้เลย,foodpanda-food-delivery,758103884,
1,Jaykuo000001111111111,2020-06-05 00:27:44,Uber eats好多了，這個app有夠爛,False,沒有評分機制，等個餐等了快一小時，也不能取消訂單，超爛,foodpanda-food-delivery,758103884,
3,khantmg,2020-05-29 02:33:09,Nice,False,Nice service,foodpanda-food-delivery,758103884,
2,Jezianne,2020-05-28 04:38:42,Voucher,False,Di magamit voucher 🙄🙄🙄🙄,foodpanda-food-delivery,758103884,
1,yummmm009,2020-05-15 05:32:52,超爛,False,App設計超爛 客服也超爛,foodpanda-food-delivery,758103884,
3,Jin Jin Jara,2020-05-06 03:30:21,Recommendation,False,Pictures,foodpanda-food-delivery,758103884,
5,Rajon Rahman,2020-04-18 07:58:38,Love the UI & UX,False,Excellent user experience,foodpanda-food-delivery,758103884,
4,อาจารย์อ้วน,2020-04-28 06:03:00,เปลี่ยนเลขที่บ้านให้ด้วย 2/335 ซอย 9 ตำบลท่าช้าง จันทบุรร,False,กลางซอย 9 รั้วบ้านไม้ระแนงสีน้ำตาลแดง,foodpanda-food-delivery,758103884,
5,Pooh675,2020-04-18 05:08:17,ที่อยู่,False,ใส่ที่อยู่ลำบาก,foodpanda-food-delivery,758103884,
4,Pekar59,2020-04-05 06:18:53,Nice job.......いい仕事よ。。。。,False,"I liked..... 
すごいよ。。やり買ったもかんたんだから、僕は、大好き。。。",foodpanda-food-delivery,758103884,
3,ค้นคน,2020-03-14 06:17:06,รีวิวร้านค่ะ,False,โปรร้านดีค่ะส่งฟรีแต่ร้านน้อยเกินไป แล้วก็บางทีจากปักหมุดเองไม่อยากพิมพ์แค่บ้านเลขที่ ส่วนตรงนี้ยังไม่ค่อยเสถียรเท่าไหร่อยากให้ปรับปรุงค่ะ,foodpanda-food-delivery,758103884,
5,EkaAam,2020-03-04 13:06:22,เจ๊สายโภชนาทำอร่อยมาก,False,อร่อยๆ,foodpanda-food-delivery,758103884,
5,PkGrazie,2020-02-12 01:46:04,โลเคชั่นผิดตลอด,False,"ปักหมุดผิดตลอด พอใส่ที่อยู่เราดันไปขึ้นอีกที่
ส่งข้อความติดต่อไรเดอร์โดยตรงก็ไม่ได้
ไม่ประทับใจเลย",foodpanda-food-delivery,758103884,
3,Phu Poohbest,2020-03-04 12:48:18,ระบบแชทกับพนักงานส่งใช้งานไม่ได้,False,ระบบแชทกับพนักงานส่งใช้งานไม่ได้,foodpanda-food-delivery,758103884,
5,Mei-YL,2020-01-09 01:16:31,推薦,False,快速好用又方便,foodpanda-food-delivery,758103884,
2,Atom-b,2020-01-28 06:43:37,การระบุตำแหน่งและการนำทางแย่มากค่ะ,False,การบริการด้านอื่นดีนะคะ แต่ระบบปักหมุดและตำแหน่งแย่มากๆค่ะถ้าเทียบกับคู่แข่งอย่างแกรบที่แม่นยำกว่ามาก การที่ตำแหน่งไม่ถูกต้องทำให้เสียเวลาทั้งคนสั่งและไรเดอร์ ควรมีการปรับปรุงอย่างเร่งด่วนค่ะ,foodpanda-food-delivery,758103884,
1,/annie,2020-01-20 13:54:28,Dezamăgitor,False,"Foodpanda România de toată jena. 
Înțeleg ca un anumit restaurat nu poate sa îmi accepte comanda ca e prea aglomerat, dar nu înțeleg cu voi puteți sa îmi trimiteți notificare ca îmi preia comanda, ca o prepara și e aproape gata sa îmi fie livrata, ca lucrătorul e la colt și peste doua minte alta notificare ca ""sorry, e prea aglomerat, nu va putem prelua comanda""
Asta e a patra oara când pățesc, de fiecare data am semnalat problema și nu sunt singurul utilizator care pățește. Nu au nicio intenție sa remedieze problema. Cool.
Nota: - infinit pentru seriozitate",foodpanda-food-delivery,758103884,
5,grong_noble gas,2020-01-06 12:33:00,ส่งเร็วดีค่ะ,False,👍👍👍,foodpanda-food-delivery,758103884,
5,helloneko123,2019-11-02 05:45:01,ตัวเลือกร้านอาหาร,False,ร้านอาหารมีให้เลือกน้อนเกินไป,foodpanda-food-delivery,758103884,
3,น้อยปลา,2019-12-01 07:28:09,ปักหมุดไม่ได้เลย ปักที่บ้านแต่ไม่เคยถูกที่เลย,False,ปักหมุดไม่เคยได้เลย,foodpanda-food-delivery,758103884,
2,Ittsjung,2019-11-15 12:26:53,สั่งอาหาร คอนเฟิร์มแล้ว 40 นาทีแล้วโดนยกเลิก บอกว่าร้านปิด,False,เจอครั้งแรก,foodpanda-food-delivery,758103884,
5,mohammed siddiqur rahman,2019-10-02 17:05:11,love,False,love u so much,foodpanda-food-delivery,758103884,
4,popat laal,2019-10-22 11:39:29,Chickna,False,Khaya piya hazam kiya,foodpanda-food-delivery,758103884,
5,nushaiba567,2019-09-25 11:22:56,Pokemon,False,Best app ever,foodpanda-food-delivery,758103884,
5,Gran2515,2019-07-27 03:33:56,ส่งฟรี,False,พนักงานมาส่งตรงเวลา พูดจาดีค่ะ. แถมส่งฟรีอีกตะหาก ดีมากเลยค่ะ,foodpanda-food-delivery,758103884,
1,สาวเหนือเสือร้องไห้,2019-08-14 08:45:20,โดนกด cancel ไป 2 รอบ ลองเปลี่ยนร้านสั่งรอบ 3,False,โดน cancel จากร้านไป 2 รอบ รอบแรก 30 นาทีกว่าจะกดcancel ค่ะ รอนานคิดว่าแอฟเด้งมาอาหารถึงแล้ว แต่ที่ไหนได้ กดcancel ออเดอร์เรา ...ไปต่อร้าน2 กดไป ประมาณ 5 นาที กด cancel ออเดอร์ ... ไปต่อร้านที่ 3 หวังว่าจะไม่โดนกด cancel อีกนะค่ะ ^^ นั่งหิวตาปริบๆ ฮัองไห้กับความหิวววว,foodpanda-food-delivery,758103884,"{'id': 11326420, 'body': '""Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t', 'modified': '2019-10-18T10:24:20Z'}"
5,GoLfAkk,2019-05-25 04:41:58,ควรมีให้เพิ่มรายละเอียด,False,ควรมี ช่องให้เพิ่มรายละเอียด และ ความต้องการเพิ่มเติม เช่น รสชาติอาหาร(ประเภทยำและส้มตำ) ขอซอส หรือ เครื่องปรุงเพิ่ม เป็นต้น,foodpanda-food-delivery,758103884,
4,ตุ้ม ชมภู,2019-04-23 04:24:56,ชอบ Panda,False,สะดวก ใช้งานง่าย มีร้านค้าให้เลือกเยอะ อาหารมาตรงเวลา,foodpanda-food-delivery,758103884,
1,很糟糕的外送公司,2019-05-06 10:16:24,很不合理的外套送公司,False,很糟糕的外送公司,foodpanda-food-delivery,758103884,"{'id': 11328315, 'body': '""Hey there, Thanks for reaching out. We aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.If you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.""\t ', 'modified': '2019-10-18T11:54:08Z'}"
4,icy hehe,2018-09-06 10:29:38,เย้,False,ดีมากคะ สะดวกมากเว่อ,foodpanda-food-delivery,758103884,
3,officialruhin,2019-01-18 08:10:34,Late,False,Late late late,foodpanda-food-delivery,758103884,
5,Supra as,2018-08-31 15:47:49,Excellent service,False,Love it,foodpanda-food-delivery,758103884,
5,Raida Rahman,2018-07-19 08:23:36,Best app❤️,False,Like it❤️,foodpanda-food-delivery,758103884,
5,GeorgiaExpat,2017-07-21 15:37:10,Excellent,False,Very convenient!,foodpanda-food-delivery,758103884,
1,Лизззза3,2018-06-10 10:53:57,Never ever again,False,"Точно вам скажу, вся моя еда опаздывала минимум на час. Игнорируйте этот сервис, я не понимаю как это до сих пор существует и почему кафе и рестораны работают с ними. Было бы ноль звёзд - поставила бы ноль. Zero satisfaction.",foodpanda-food-delivery,758103884,"{'id': 11615859, 'body': 'Hey Лизззза3 , \n\r\nThanks for reaching out. \r\n\r\nWe aim to provide all our customers with the best service possible. Our team is working hard to address this issue and we want to assure you that we truly appreciate your support.\r\n\r\nIf you would like to get in touch with us directly, please contact us via our live chat support for an immediate response.', 'modified': '2019-11-03T04:52:49Z'}"
5,Mashhood Jafri,2017-07-05 11:36:59,Best app for ordering online,False,😁,foodpanda-food-delivery,758103884,
5,weekendatbernaise,2017-06-18 05:53:52,Excellent!,False,❤️❤️❤️❤️,foodpanda-food-delivery,758103884,
5,Kate Wattana,2017-06-16 03:49:17,App ใช้ง่ายมากค่ะ,False,สะดวกจริงๆ,foodpanda-food-delivery,758103884,
5,kharata,2017-05-28 14:50:34,Kai iko raa,False,"Magra dagvapura, ase mteri shegvecgamos",foodpanda-food-delivery,758103884,
4,Ghanta112,2017-06-11 04:49:22,Solid app,False,Good restaurant options. Convenient payment options.,foodpanda-food-delivery,758103884,
5,Nont1992,2021-09-28 04:56:22,Great App,False,"Great app, love promotions code",foodpanda-food-delivery,758103884,
1,sajal Rv,2020-02-10 08:07:01,🤬🤬🤬🤬🤬🤬🤬🤬🤬,False,"halarpoo ra thabraya daat falaya demu togo 😡😡
magir polara togo jalate akta video daikha shanti pai na 🤬🤬🤬
putki diya togo foodpanda dhukaya demu madar chodera 😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬",foodpanda-food-delivery,758103884,
1,VJ5454,2021-10-25 03:42:32,Features missing in iOS app,False,No Challenge and rewards option in iOS app. So customers of iOS app are missing out on vouchers which foodpanda is providing for Android and web users.,foodpanda-food-delivery,758103884,
5,Double D high,2021-07-28 15:46:45,App,False,"About app well , but in my country the riders and my order lost snitched and same meals 2 times delivered because a neighbour girl saw me ordering food panda and somebody over internet threatened to kill a minor so you guys had to send another free for the kidnapped kid next time what I order food panda if you deliver the same menu in same neighbourhood again I will tear apart ibex.pink is the color I know plz cooperate amd respect intelligence don’t be like viruses who clones DNA material

Update: in my country swap or used shirts available for sale such as uniforms many dollars and food lost or exchanged with good for fake uniform cause",foodpanda-food-delivery,758103884,
1,BurhanKhawaja,2021-08-05 12:35:07,Ridiculous Login Method,False,"Few years ago, I signup with a different email and my number.

Now, I’m unable to order anything on my new account because I doesn’t let me add my number. It says, “the number is already in use”. 

Now when I try login to my account with old email, I says forgot password. It's not emailing me reset password link.

Dear designers and developers, please fix this issue. If you identify user accounts with phone number then send verification code to let your system update phone number.

Learn from Facebook and other apps. If you are trying to do something like Creem and Uber then let them login using phone number not email.",foodpanda-food-delivery,758103884,
5,NasifIshrak,2021-07-28 12:40:39,Excellent,False,Excellent,foodpanda-food-delivery,758103884,
3,Tun_15,2021-07-19 08:39:10,Complain,False,"Expensive container charges 
Need more support for raider
Non-sense voucher code promo",foodpanda-food-delivery,758103884,
1,CHAKRAPAD RACHASAK,2021-07-19 02:56:43,Never,False,Thai food panda support dictator goverment.I have delete my account and app already.no use thai food panda anymore.,foodpanda-food-delivery,758103884,
